character,dialog,movie
Frodo,If you scare him off then we are lost!,The_Return_of_the_King
Sam,I don't care! I can't do it Mr. Frodo! I won't wait around for him to kill us!,The_Return_of_the_King
Frodo,I'm not sending him away.,The_Return_of_the_King
Sam,You don't see it do you? He's a villain.,The_Return_of_the_King
Frodo,We can't do this by ourselves Sam. Not without a guide. I need you on my side.,The_Return_of_the_King
Merry,No.,The_Fellowship_of_the_Ring
Pippin,I think we are.,The_Fellowship_of_the_Ring
Sam,Ssh! Gandalf's thinking.,The_Fellowship_of_the_Ring
Pippin,Merry!,The_Fellowship_of_the_Ring
Merry,What!,The_Fellowship_of_the_Ring
Pippin,I'm hungry.,The_Fellowship_of_the_Ring
Frodo,There's something down there.,The_Fellowship_of_the_Ring
Gandalf,It's Gollum.,The_Fellowship_of_the_Ring
Frodo,Gollum!,The_Fellowship_of_the_Ring
Gandalf,He's been following us for three days.,The_Fellowship_of_the_Ring
Frodo,He escaped the dungeons of Barad-D'r!,The_Fellowship_of_the_Ring
Gandalf,"Escaped or was set loose and now the Ring has drawn him here He won't ever be rid of his need for it. He hates and loves the Ring, as he hates and loves himself. Smeagol's life is a sad story Yes he was once called, before the Ring found him. Before it drove him mad.",The_Fellowship_of_the_Ring
Frodo,It's a pity Bilbo didnt kill him when he had the chance.,The_Fellowship_of_the_Ring
Gandalf,"Pity? It was pity that stayed Bilbo's hand. Many that live deserve death and many that die, deserve life. Can you give it to them Frodo? Do not be too eager to deal out death and judgement Even the very wise cannot see all ends. My heart tells me that Gollum has some part to play, yet for good or ill.... before this is over. The pity of Bilbo, may rule the fate of many.",The_Fellowship_of_the_Ring
Frodo,I wish the Ring had never come to me. I wish none of this had happened.,The_Fellowship_of_the_Ring
Gandalf,"So do all who live to see such times, but that is not for them to decide. All we have to decide is what to do with the time that is given to us. There are other forces at work in this world, Frodo, besides the will of evil. Bilbo was meant to find the Ring, in which case you also were meant to have it and that is an encouraging thought. Oh! Its that way.",The_Fellowship_of_the_Ring
Barliman,"Good Evening little masters. What can I do for you? If you're looking for accomodation, we've got some nice, cosy hobbit sized rooms available. Always proud to cater to the little folk, Mr err...?",The_Fellowship_of_the_Ring
Frodo,"Underhill, my name's Underhill.",The_Fellowship_of_the_Ring
Barliman,Underhill yes..,The_Fellowship_of_the_Ring
Frodo,We're friends of Gandalf the Grey. Can you tell him we've arrived?,The_Fellowship_of_the_Ring
Barliman,"Gandalf? Gandalf? Oh yes! I remember! Elderly chap! Big grey beard, pointy hat. Not seen him for six months.",The_Fellowship_of_the_Ring
Sam,What do we do now?,The_Fellowship_of_the_Ring
Frodo,Sam. He'll be here. He'll come.,The_Fellowship_of_the_Ring
Pippin,What's that?,The_Fellowship_of_the_Ring
Merry,"This my friend, is a pint!",The_Fellowship_of_the_Ring
Pippin,It comes in pints?,The_Fellowship_of_the_Ring
Merry,Hmmmhmmm.,The_Fellowship_of_the_Ring
Pippin,I'm getting one!,The_Fellowship_of_the_Ring
Sam,You've had a whole half already! That fellow's done nothing but stare at you since we arrived!,The_Fellowship_of_the_Ring
Gandalf,So am I dear boy. So am I.,The_Fellowship_of_the_Ring
Bilbo,"No thank you! We don't want any more visitors, well wishers or distant relations!",The_Fellowship_of_the_Ring
Gandalf,And what about very old friends?,The_Fellowship_of_the_Ring
Bilbo,Gandalf?,The_Fellowship_of_the_Ring
Gandalf,Bilbo Baggins.,The_Fellowship_of_the_Ring
Bilbo,My dear Gandalf!,The_Fellowship_of_the_Ring
Gandalf,It's good to see you. One hundred and eleven years old who would believe it. You haven't aged a day!,The_Fellowship_of_the_Ring
Bilbo,"Come on, come in! Welcome, welcome. Oh, here we are. Tea or maybe something a little stronger? I've got a few bottles of the Old Winyard left, 1296, a very good year, almost as old as I am. It was laid down by my father, what say we open one eh?",The_Fellowship_of_the_Ring
Gandalf,"Just tea, thank you. Owwwh!",The_Fellowship_of_the_Ring
Bilbo,I was expecting you sometime last week. Not that it matters; you come and go as you please. Always have done and always will.,The_Fellowship_of_the_Ring
Sam,I'm on your side Mr. Frodo.,The_Return_of_the_King
Frodo,"I know Sam, I know. Trust me. Come Smeagol.",The_Return_of_the_King
Eowyn,"What time is it? I dreamed I saw a great wave climbing over green lands and above the hills. I stood upon the brink. It was utterly dark in the abyss before my feet. A light shone behind me but I could not turn I could only stand there, waiting.",The_Return_of_the_King
Aragorn,Night changes many thoughts. Sleep Eowyn. Sleep while you can.,The_Return_of_the_King
Legolas,"The stars are veiled. Something stirs in the East, a sleepless malice, The eye of the enemy is moving.",The_Return_of_the_King
Merry,What are you doing? Pippin! Pippin! Pippin! Are you mad?,The_Return_of_the_King
Pippin,"I just want to look at it, just one more time.",The_Return_of_the_King
Merry,Put it back! Pippin! No! He's remembered.,The_Return_of_the_King
Gandalf,"No, but the air doesnt smell so foul down here. If in doubt, Meriadoc, always follow your nose. Let me risk a little more light Behold the great realm and dwarf city of Dwarrowdelf.",The_Fellowship_of_the_Ring
Sam,There's an eye-opener and no mistake.,The_Fellowship_of_the_Ring
Gimli,Oh!,The_Fellowship_of_the_Ring
Gandalf,Gimli!,The_Fellowship_of_the_Ring
Gimli,"No, no no.",The_Fellowship_of_the_Ring
Gandalf,"Here lies Balin, son of Fundin, Lord of Moria. He is dead then. Its as I feared.",The_Fellowship_of_the_Ring
Legolas,"We must move on, we cannot linger.",The_Fellowship_of_the_Ring
Gandalf,"They have taken the Bridge and the second hall. We have barred the gates, but cannot hold them for long. The ground shakes. Drums Drums in the deep. We cannot get out. A shadow moves in the dark. We cannot get out. They are coming. Fool of a Took! Throw yourself in next time, and rid us of your stupidity!",The_Fellowship_of_the_Ring
Sam,Frodo!,The_Fellowship_of_the_Ring
Legolas,Orcs!,The_Fellowship_of_the_Ring
Aragorn,Get back! and stay close to Gandalf.,The_Fellowship_of_the_Ring
Frodo,Excuse me. That man in the corner. Who is he?,The_Fellowship_of_the_Ring
Barliman,"He's one of them rangers. They're dangerous folk they are. Wandering the wilds. What his right name is, I've never heard, but round here, he's known as Strider.",The_Fellowship_of_the_Ring
Frodo,Strider.,The_Fellowship_of_the_Ring
Ring,Baggins. . . . Baggins. . . . Baggins . . . . Baggins! Baggins!,The_Fellowship_of_the_Ring
Pippin,"Baggins? Sure I know a Baggins! He's over there. Frodo Baggins! He's my second cousin once removed on his mother's side and my third cousin twice removed on his father's side, if you follow me.",The_Fellowship_of_the_Ring
Frodo,Pippin!,The_Fellowship_of_the_Ring
Pippin,Steady on!,The_Fellowship_of_the_Ring
Men,Oh!,The_Fellowship_of_the_Ring
Sauron_Voice,You cannot hide! I see you! here is no life in the void Only death!,The_Fellowship_of_the_Ring
Strider,You draw far too much attention to yourself Mr Underhill!,The_Fellowship_of_the_Ring
Frodo,What do you want?,The_Fellowship_of_the_Ring
Strider,A little more caution from you! That is no trinket you carry!,The_Fellowship_of_the_Ring
Frodo,I carry nothing.,The_Fellowship_of_the_Ring
Strider,IndeedI can avoid being seen if I wish. But to disappear entirely That is a rare gift!,The_Fellowship_of_the_Ring
Bilbo,"You've caught me a bit unprepared I'm afraid urm we've only got cold chicken and a bit of pickle oh and there's some cheese here, oh no that wont do! Urm we've got raspberry jam, an apple tart but we've not much for afters. Oh no we're all right, I've found some sponge cake! I can make you some eggs if you ' oh'. Gandalf?",The_Fellowship_of_the_Ring
Gandalf,"Just tea, thank you.",The_Fellowship_of_the_Ring
Bilbo,"Oh right. You don't mind if I do, do you?",The_Fellowship_of_the_Ring
Gandalf,Oh not at all!,The_Fellowship_of_the_Ring
Voice,Bilbo! Bilbo Baggins!,The_Fellowship_of_the_Ring
Bilbo,I'm not at home! It's the Sackville-Bagginses.,The_Fellowship_of_the_Ring
Voice,I know you're in there!,The_Fellowship_of_the_Ring
Bilbo,"They're after the house! They've never forgiven me for living this long. I've got to get away from these confounded relatives hanging on the bell all day, never giving me a moment's peace. I want to see mountains again, mountains Gandalf. And then find somewhere quiet where I can finish my book. Oh, tea!",The_Fellowship_of_the_Ring
Gandalf,So you mean to go through with your plan then?,The_Fellowship_of_the_Ring
Bilbo,"Yes, yes, it's all in hand. All the arrangements are made. Oh, thank you.",The_Fellowship_of_the_Ring
Gandalf,Frodo suspects something.,The_Fellowship_of_the_Ring
Bilbo,"Of course he does, he's a Baggins, not some blockheaded Bracegirdle from Hardbottle.",The_Fellowship_of_the_Ring
Gandalf,You will tell him wont you?,The_Fellowship_of_the_Ring
Merry,Pippin!,The_Return_of_the_King
Legolas,He is here!,The_Return_of_the_King
Sauron,I see you!,The_Return_of_the_King
Merry,Pippin! Help! Gandalf help! Help him! Pippin!,The_Return_of_the_King
Gandalf,Fool of a Took! No. Look at me.,The_Return_of_the_King
Pippin,"Gandalf, forgive me!",The_Return_of_the_King
Gandalf,Look at me! What did you see?,The_Return_of_the_King
Pippin,"A tree, there was a white tree in a courtyard of stone. It was dead. The city was burning.",The_Return_of_the_King
Gandalf,Minas Tirith? Is that what you saw?,The_Return_of_the_King
Boromir,They have a cave troll!,The_Fellowship_of_the_Ring
Gimli,Agh! Let them come There's one dwarf yet in Moria who still draws breath.,The_Fellowship_of_the_Ring
Aragorn,Pull!,The_Fellowship_of_the_Ring
Frodo,Who are you?,The_Fellowship_of_the_Ring
Strider,Are you frightened?,The_Fellowship_of_the_Ring
Frodo,Yes.,The_Fellowship_of_the_Ring
Strider,Not nearly frightened enough. I know what hunts you.,The_Fellowship_of_the_Ring
Sam,Let him go! Or I'll have you Longshanks!,The_Fellowship_of_the_Ring
Strider,You have a stout heart little hobbit! But that will not save you. You can no longer wait for the wizard Frodo. They're coming.,The_Fellowship_of_the_Ring
Frodo,What are they?,The_Fellowship_of_the_Ring
Strider,They were once men. Great Kings of Men. The Sauron the Deciever gave to them nine rings of power. Blinded by their greed they took them without question. One by one falling into darknessNow they are slaves to his will. They are the Nazg'l. Ringwraiths. Neither living nor dead. At all times they feel the presence of the Ring Drawn to the power of the One They will never stop hunting you.,The_Fellowship_of_the_Ring
Frodo,Where are you taking us?,The_Fellowship_of_the_Ring
Strider,Into the wild.,The_Fellowship_of_the_Ring
Merry,How do we know this Strider is a friend of Gandalf?,The_Fellowship_of_the_Ring
Frodo,"I think a servant of the enemy would look fairer, but feel fouler.",The_Fellowship_of_the_Ring
Merry,He's foul enough.,The_Fellowship_of_the_Ring
Frodo,We have no choice but to trust him.,The_Fellowship_of_the_Ring
Bilbo,"Yes, yes.",The_Fellowship_of_the_Ring
Gandalf,He's very fond of you.,The_Fellowship_of_the_Ring
Bilbo,"I know, he'd probably come with me if I asked him to. I think in his heart Frodo's still in love with the Shire, the woods, the fields and the little rivers. I am old Gandalf. I know I don't look it, but I'm beginning to feel it in my heart. I feel thin, sort of stretched like butter scraped over too much bread. I need a holiday, a very long holiday. And I don't expect that I shall return. In fact, I mean not to. Old Toby, the finest weed in the Southfarthing. Gandalf my old friend, this will be a night to remember.",The_Fellowship_of_the_Ring
Pippin,I saw' I saw him! I could hear his voice in my head.,The_Return_of_the_King
Gandalf,And what did you tell him? Speak!,The_Return_of_the_King
Pippin,He asked me my name. I didn't answer. He hurt me!,The_Return_of_the_King
Gandalf,What did you tell him about Frodo and the Ring? There was no lie in Pippin's eyes. A fool but an honest fool he remains. He told Sauron nothing of Frodo and the Ring. We've been strangely fortunate. Pippin saw in the Palantir a glimpse of the enemy's plan. Sauron moves to strike the city of Minas Tirith.,The_Return_of_the_King
Gandalf,"His defeat at Helm's Deep showed our enemy one thing. He knows the Heir of Elendil has come forth Men are not as weak as he supposed. There is courage still. Strength enough, perhaps, to challenge him. Sauron fears this. He will not risk the peoples of Middle Earth uniting under one banner. He will raze Minas Tirith to the ground before he sees a King return to the throne of men. If the beacons of Gondor are lit Rohan must be ready for war.",The_Return_of_the_King
Theoden,Tell me! Why should we ride to the aid of those who did not come to ours? What do we owe Gondor?,The_Return_of_the_King
Aragorn,I will go!,The_Return_of_the_King
Gandalf,No!,The_Return_of_the_King
Aragorn,They must be warned!,The_Return_of_the_King
Sam,But where is he leading us?,The_Fellowship_of_the_Ring
Strider,To Rivendell Master Gamgee. To the House of Elrond.,The_Fellowship_of_the_Ring
Sam,D'you hear that! Rivendell! We're going to see the elves!,The_Fellowship_of_the_Ring
Strider,Gentlemen! We do not stop 'til nightfall.,The_Fellowship_of_the_Ring
Pippin,What about breakfast?,The_Fellowship_of_the_Ring
Strider,You've already had it.,The_Fellowship_of_the_Ring
Pippin,We've had one yes. What about second breakfast?,The_Fellowship_of_the_Ring
Merry,Don't think he knows about second breakfast Pippin.,The_Fellowship_of_the_Ring
Pippin,"What about elvenses? Luncheon, Afternoon Tea, Dinner? Supper! He knows about them, doesnt he?",The_Fellowship_of_the_Ring
Merry,I wouldn't count on it Pippin!,The_Fellowship_of_the_Ring
