character,dialog,movie
Merry,You're taller.,The_Two_Towers
Pippin,Who?,The_Two_Towers
Merry,You!,The_Two_Towers
Pippin,Than what?,The_Two_Towers
Merry,Than me!,The_Two_Towers
Pippin,I've always been taller than you.,The_Two_Towers
Merry,"Pippin, everyone knows I'm the tall one. You're the short one.",The_Two_Towers
Pippin,"Please, Merry. You're what? Three-foot-six? At the most? Whereas me, I'm pushing 3'7"". 3'8""!",The_Two_Towers
Shagrat,"It's going to the Great Eye, along with everything else.",The_Return_of_the_King
Gorbag,I don't take orders from stinking Morgul-rats!,The_Return_of_the_King
Shagrat,You touch it and I'll stick this blade in your gut!,The_Return_of_the_King
Gorbag,The scum tried to knife me. Kill him!,The_Return_of_the_King
Sam,That's for Frodo! And the Shire! And that's for my old gaffer!,The_Return_of_the_King
Shagrat,Stop your squealing you dunghill rat! I'm gonna bleed you like a stuck pig!,The_Return_of_the_King
Sam,Not if I stick you first!,The_Return_of_the_King
Frodo,"Sam! Oh Sam, I'm so sorry. Sorry for everything.",The_Return_of_the_King
Sam,Let's get you out of here.,The_Return_of_the_King
Aragorn,Rohan. Home of the Horse-lords. There's something strange at work here. Some evil gives speedto these creatures. Sets its will against us. Legolas! What do your Elf-eyes see?,The_Two_Towers
Legolas,The Uruks turn northeast. They are taking the Hobbits to lsengard.,The_Two_Towers
Aragorn,Saruman.,The_Two_Towers
Saruman_Voice-over,"The world is changing. Who now has the strength to standagainst the armies of Isengard. . . . . . and Mordor? To stand against the might of Sauronand Saruman. . . . . . and the union of the two towers? Together, my Lord Sauron. . . . . . we shall rule this Middle-earth.",The_Two_Towers
Saruman_Voice-over,The Old World will burnin the fires of industry. The forests will fall. A new order will rise. We will drive the machine of warwith the sword and the spear. . . . . . and the iron fists of the Orc. We have only to remove those who oppose us.,The_Two_Towers
Saruman,I want them armed and ready to marchwithin two weeks!,The_Two_Towers
Orc,"But, my lord, there are too many! hey cannot all be armed in timewe don't have the means.",The_Two_Towers
Saruman,"Build a dam, block the streamwork the furnaces night and day.",The_Two_Towers
Orc,We don't have enough fuelto feed the fires.,The_Two_Towers
Treebeard,"Hobbits? Never heard of a Hobbit before. Sounds like Orc mischief to me! hey come with fire. They come with axes. Gnawing, biting, breakinghacking, burning! Destroyers and usurpers! Curse them!",The_Two_Towers
Merry,No! ou don't understand. We're Hobbits! alflings! hire-folk!,The_Two_Towers
Treebeard,Maybe you are. . . . . . and maybe you aren't. The White Wizard will know.,The_Two_Towers
Pippin,The White Wizard?,The_Two_Towers
Merry,Saruman.,The_Two_Towers
Gollum,"See? See? We've led you out. Hurry, Hobbitses. Hurry! Very lucky we find you. Nice Hobbit.",The_Two_Towers
Sam,It's a bog. He's led us into a swamp.,The_Two_Towers
Gollum,"A swamp, yes, yes. Come, master. We will take youon safe paths through the mist. Come, Hobbits! Come! We go quickly. I found it. I did. The way through the marshes. Orcs don't use it. Orcs don't know it. They go around for miles and miles. Come quickly. Soft and quick as shadows we must be.",The_Two_Towers
Sam,I hate this place. It's too quiet. There's been no sight nor soundof a bird for two days.,The_Two_Towers
Gollum,"No, no birdses to eat. No crunchable birdses. We are famished! Yes! amished we are, precious!",The_Two_Towers
Frodo,Here.,The_Two_Towers
Gollum,What does it eats? Is it tasty? It tries to chokes us! e can't eats Hobbit food! e must starve!,The_Two_Towers
Sam,"Well, starve, then. And good riddance!",The_Two_Towers
Gollum,"Oh, cruel Hobbit. It does not care if we be hungry. Does not care if we should die. Not like master. Master cares. Master knows. Yes. Precious. Once it takes hold of us. . . . . . it never lets go.",The_Two_Towers
Frodo,Don't touch me!,The_Two_Towers
Gandalf,"Fly, you fools!",The_Two_Towers
Frodo,No! andalf!,The_Two_Towers
Frodo,Gandalf!,The_Two_Towers
Sam,"What is it, Mr. Frodo?",The_Two_Towers
Frodo,Nothing. Just a dream.,The_Two_Towers
Sam,Can you see the bottom?,The_Two_Towers
Frodo,"No! Don't look down, Sam! ust keep going!",The_Two_Towers
Sam,"Catch it! Grab it, Mr. Frodo! Mr. Frodo!",The_Two_Towers
Frodo,I think I've found the bottom.,The_Two_Towers
Sam,Bogs and ropeand goodness knows what. It's not natural. None of it.,The_Two_Towers
Frodo,What's in this?,The_Two_Towers
Sam,Nothing. Just a bit of seasoning. I thought maybe if we was havinga roast chicken one night or something.,The_Two_Towers
Frodo,Roast chicken?!,The_Two_Towers
Sam,"Back! Mr. Frodo! Oh no! Frodo, Mr. Frodo. Wake up. Don't leave me here alone. Don't go where I can't follow. Wake up. Not asleep. Dead.",The_Return_of_the_King
Shagrat,You get back you scum! What's this?,The_Return_of_the_King
Orc,Killed another one has she?,The_Return_of_the_King
Shagrat,No. This fellow ain't dead.,The_Return_of_the_King
Sam,Not dead.,The_Return_of_the_King
Shagrat,She jabs him with her stinger and he goes as limp as a boned fish aaa' then she has her way with them. That's how she likes to feed. Fresh blood. Get him to the Tower!,The_Return_of_the_King
Sam,Samwise you fool.,The_Return_of_the_King
Orc,This scum will be awake in a couple of hours.,The_Return_of_the_King
Shagrat,Then he'll wish he'd never been born.,The_Return_of_the_King
Denethor,The house of his spirit crumbles. He is burning. Already burning.,The_Return_of_the_King
Pippin,What?,The_Two_Towers
Merry,You remember the Old Foreston the borders of Buckland? Folk used to say there was something inthe water that made the trees grow tall. . . . . . and come alive.,The_Two_Towers
Pippin,Alive?,The_Two_Towers
Merry,Trees that could whisper. . . . . . talk to each other. . . . . . even move.,The_Two_Towers
Uruk_Hai,I'm starving. We ain't had nothing but maggoty breadfor three stinking days.,The_Two_Towers
Snaga,Yeah! hy can't we have some meat? ! hat about them? They're fresh.,The_Two_Towers
Ugluk,They are not for eating.,The_Two_Towers
Grishnakh,What about their legs? They don't need those. They look tasty.,The_Two_Towers
Ugluk,"Get back, scum! he prisoners go to Saruman. Alive and unspoiled.",The_Two_Towers
Grishnakh,Alive? Why alive? Do they give good sport?,The_Two_Towers
Ugluk,They have something. An Elvish weapon. The master wants it for the war.,The_Two_Towers
Pippin,They think we have the Ring.,The_Two_Towers
Merry,Ssh! s soon as they find out we don'twe're dead.,The_Two_Towers
Gothmog,Kill him.,The_Return_of_the_King
Faramir,"They're not coming from the North! To the river quick, quick!",The_Return_of_the_King
Damrod,"Go, come on!",The_Return_of_the_King
Gothmog,Faster! Draw swords.,The_Return_of_the_King
Soldier,Hold! Hold them! What?,The_Return_of_the_King
Gandalf,Amon D'n.,The_Return_of_the_King
Soldier,The beacon! The beacon of Amon D'n is lit.,The_Return_of_the_King
Gandalf,Hope is kindled!,The_Return_of_the_King
Aragorn,The beacons of Minas Tirith! The beacons are lit! Gondor calls for aid.,The_Return_of_the_King
Theoden,"And Rohan will answer! Muster the Rohirrim. Assemble the army at Dunharrow, as many men as can be found. You have two days. On the third, we ride for Gondor' and war.",The_Return_of_the_King
Eomer,Forward!,The_Return_of_the_King
Merry,Three-foot-eight. You did something.,The_Two_Towers
Pippin,"Merry, don't! Don't drink it! Merry! o, Treebeard said that youshouldn't have any.",The_Two_Towers
Merry,I want some!,The_Two_Towers
Pippin,It could well be dangerous! give me it back. merry! what's happening?!,The_Two_Towers
Merry,Aaagh! t's got my leg!,The_Two_Towers
Pippin,Merry!,The_Two_Towers
Merry_And_Pippin,Help!,The_Two_Towers
Treebeard,"Away with you. You should not be waking. Eat earth. Dig deep. Drink water. Go to sleep. Away with you. Come, the forest is waking up. It isn't safe. The trees have grown wildand dangerous. Anger festers in their hearts. Black are their thoughts. Strong is their hate. They will harm you if they can. There are too few of us now. Too few of us Ents left to manage them.",The_Two_Towers
Frodo,"It's too late. It's over. They've taken it Sam, they took the Ring!",The_Return_of_the_King
Sam,"Begging your pardon but they haven't. I thought I'd lost you. So I took it, only for safekeeping.",The_Return_of_the_King
Frodo,Give it to me! Give me the Ring Sam. Sam! Give me the Ring. You must understand. The Ring is my burden. It will destroy you Sam.,The_Return_of_the_King
Sam,Come on Mr. Frodo. We'd best find you some clothes. You can't go walking through Mordor in nowt but your skin. We did it Mr. Frodo. We made it to Mordor.,The_Return_of_the_King
Frodo,"There are so many of them. We'll never get through unseen. It's Him, the Eye!",The_Return_of_the_King
Sam,We have to go in there Mr. Frodo. There's nothing for it. Come on let's just make it down the hill for starters.,The_Return_of_the_King
Gandalf,Frodo has passed beyond my sight. The darkness is deepening.,The_Return_of_the_King
Aragorn,If Sauron had the Ring we would know it.,The_Return_of_the_King
Gandalf,"It's only a matter of time. He has suffered a defeat, yes, but behind the walls of Mordor our enemy is regrouping.",The_Return_of_the_King
Gimli,Let him stay there! Let him rot! Why should we care?,The_Return_of_the_King
Gandalf,"Because 10, 000 Orcs now stand between Frodo and Mount Doom.",The_Return_of_the_King
Saruman,The Forest of Fangornlies on our doorstep. Burn it.,The_Two_Towers
Orc,Yes.,The_Two_Towers
Wildman,We will fight for you.,The_Two_Towers
Saruman,Swear it.,The_Two_Towers
Wildman,We will die for Saruman.,The_Two_Towers
Saruman,The Horse-Men took your lands. They drove your people into the hillsto scratch a living off rocks.,The_Two_Towers
Wildman,Murderers!,The_Two_Towers
Saruman,Take back the lands they stole from you. Burn every village!,The_Two_Towers
Saruman_Voice-over,We have only to remove thosewho oppose us. It will begin in Rohan. Too long have these peasantsstood against you. But no more.,The_Two_Towers
Morwen,Eothain! Eothain! ou take your sister. You'll go faster with just two. Listen to me. You must ride to Edorasand raise the alarm. Do you understand me?,The_Two_Towers
Sam,There are dead things! ead faces in the water.,The_Two_Towers
Gollum,"All dead. All rotten. Elves and Men and Orcses. A great battle long ago. Dead Marshes. Yes. Yes, that is their name. This way. Don't follow the lights. Careful now! Or Hobbits go downto join the dead ones. . . . . . and light little candlesof their own.",The_Two_Towers
Sam,Frodo!,The_Two_Towers
Frodo,Gollum?,The_Two_Towers
Gollum,Don't follow the lights.,The_Two_Towers
Frodo,Gollum!,The_Two_Towers
Sam,Mr. Frodo! re you all right?,The_Two_Towers
Gollum,So bright. So beautiful. (strokes his own palm)Our precious.,The_Two_Towers
Frodo,What did you say?,The_Two_Towers
Gollum,Master should be resting. Master needs to keep up his strength.,The_Two_Towers
Frodo,Who are you?,The_Two_Towers
Gollum,Mustn't ask us. Not its business. Gollum. Gollum.,The_Two_Towers
Sam,It must be getting near teatime. Leastways it would be in decent places where there is still teatime.,The_Return_of_the_King
Gollum,We're not in decent places.,The_Return_of_the_King
Sam,Mr. Frodo? What is it?,The_Return_of_the_King
Frodo,It's just a feeling. I don't think I'll be coming back.,The_Return_of_the_King
Sam,Yes you will. Of course you will. That's just morbid thinking. We're going there and back again just like Mr Bilbo. You'll see.,The_Return_of_the_King
Frodo,"I think these lands were once part of the Kingdom of Gondor. Long ago, when there was a King.",The_Return_of_the_King
Sam,"Mr. Frodo, look! The King has got a crown again.",The_Return_of_the_King
Merry,What are they eating when they can't get hobbit?,The_Fellowship_of_the_Ring
Frodo,Who is she? This woman you sing of?,The_Fellowship_of_the_Ring
Strider,Tis the Lady of L'thien. The Elf Maiden who gave her love to Beren ... a mortal.,The_Fellowship_of_the_Ring
Frodo,What happened to her?,The_Fellowship_of_the_Ring
Strider,She died.,The_Fellowship_of_the_Ring
Saruman,The power of Isengard is at your command Sauron. Lord of the Earth.,The_Fellowship_of_the_Ring
Gimli,Stay close young hobbits.,The_Fellowship_of_the_Ring
Galadriel_Voice-over,Frodo! Frodo!,The_Fellowship_of_the_Ring
Gimli,. . and are never seen again.,The_Fellowship_of_the_Ring
Galadriel_Voice-over,Your coming to us is as the footsteps of doom. You bring great evil here! ingbearer!,The_Fellowship_of_the_Ring
Sam,Mr. Frodo?,The_Fellowship_of_the_Ring
Gimli,"Well! Here's one dwarf she won't ensnare so easily! I have the eyes of a hawk, and ears of a fox! Oh!",The_Fellowship_of_the_Ring
Haldir,"The dwarf breathes so loud, we could have shot him in the dark. Mae govannen, Legolas Thranduilion.",The_Fellowship_of_the_Ring
Sam,You never know.,The_Two_Towers
Frodo,Sam. My dear Sam.,The_Two_Towers
Sam,"It's very special, that. It's the best salt in all the Shire.",The_Two_Towers
Frodo,It is special. It's a little bit of home. We can't leave this here for someoneto follow us down.,The_Two_Towers
Sam,"Who's gonna follow us down hereMr. Frodo? It's a shame, really. Lady Galadriel gave me that. Real Elvish rope. Well, there's nothing for it. It's one of my knots. Won't come free in a hurry.",The_Two_Towers
Frodo,Real Elvish rope.,The_Two_Towers
Sam,"Mordor. The one place in Middle-earthwe don't want to see any closer. And it's the one placewe're trying to get to. It's just where we can't get. Let's face it, Mr. Frodo, we're lost. I don't think Gandalf meant for us tocome this way.",The_Two_Towers
Frodo,"He didn't mean for a lot of thingsto happen, Sam. . . . . . but they did.",The_Two_Towers
Sam,"Mr. Frodo? It's the Ring, isn't it?",The_Two_Towers
Frodo,It's getting heavier. What food have we got left?,The_Two_Towers
Sam,"Let me see. Oh, yes. Lovely. Lembas bread. And look! ore lembas bread. I don't usually hold with foreign food. . . . . but this Elvish stuff, it's not bad.",The_Two_Towers
Frodo,"Nothing ever dampens your spiritsdoes it, Sam?",The_Two_Towers
Bilbo,"My old sword, Sting Here, take it, take it.",The_Fellowship_of_the_Ring
Frodo,Its so light!,The_Fellowship_of_the_Ring
Bilbo,"Yes Yes Made by the elves you know. The blade glows blue when orcs are close and its times like that my lad, when you have to be extra careful. Here's a pretty thing. Mithril! as light as a feather and as hard as dragon scales. Let me see you put it on, go on. My my old ring. Well I should... very much like to hold it again, one last time. I'm sorry I brought this upon you my boy I'm sorry that you must carry this burdenI'm sorry for everything.",The_Fellowship_of_the_Ring
Elrond,"The Ringbearer is setting out on the quest of Mount Doom and you who travel with him, no oath nor bond is laid to go further than you willFarewell. Hold to your purpose and may the blessings of elves and men, and all free folk go with you.",The_Fellowship_of_the_Ring
Boromir,You are no elf.,The_Fellowship_of_the_Ring
Aragorn,Men of the South are welcome here.,The_Fellowship_of_the_Ring
Boromir,Who are you?,The_Fellowship_of_the_Ring
Aragorn,I'm a friend of Gandalf the Grey.,The_Fellowship_of_the_Ring
Boromir,Then we are here on a common purpose friend. The shards of Narsil The blade that cut the Ring from Sauron's hand Ah! ts still sharp but no more than a broken heirloom.,The_Fellowship_of_the_Ring
Arwen,"Why do you fear the past. You are Isildur's heir, not Isildur himself. You are not bound to his fate.",The_Fellowship_of_the_Ring
Pippin,He's not dead. HE'S NOT DEAD NO! NO! He's not dead.,The_Return_of_the_King
Denethor,Farewell Peregrin son of Paladin.,The_Return_of_the_King
Pippin,NO! NO!,The_Return_of_the_King
Denethor,I release you from my service. Go now and die and what way seems best to you.,The_Return_of_the_King
Soldier,"Come on soldier, move it. Hurry along there, hurry along.",The_Return_of_the_King
Pippin,Gandalf! Where's Gandalf? GANDALF!,The_Return_of_the_King
Snaga,Just a mouthful. . . . . . a bit of the flank.,The_Two_Towers
Ugluk,Looks like meat's back on the menuboys.,The_Two_Towers
Merry,Pippin. Let's go.,The_Two_Towers
Grishnakh,Go on. Call for help. Squeal. No one's going to save you now.,The_Two_Towers
Merry,Pippin!,The_Two_Towers
Pippin,Aaaaaaaagh!,The_Two_Towers
Legolas,A red sun rises. Blood has been spilled this night.,The_Two_Towers
Aragorn,Riders of Rohan. . . . . . what news from the Mark?,The_Two_Towers
Eomer,"What business does an Elf, a Manand a Dwarf have in the Riddermark? Speak quickly!",The_Two_Towers
Gimli,"Give me your name, horse-masterand I shall give you mine.",The_Two_Towers
Eomer,"I would cut off your head, Dwarf. . . . . . if it stood but a little higherfrom the ground.",The_Two_Towers
Legolas,You would die before your stroke fell.,The_Two_Towers
Aragorn,"I am Aragorn, son of Arathorn. This is Gimli, son of Gloinand Legolas of the Woodland Realm. We are friends of Rohanand of Theoden, your king.",The_Two_Towers
Eomer,"Theoden no longer recognizesfriend from foe. Not even his own kin. Saruman has poisoned the mindof the king. . . . . . and claimed lordship over these lands. My company are those loyal to Rohan. And for that, we are banished. The White Wizard is cunning. He walks here and there, they say. . . . . . as an old man hooded and cloaked. And everywhere, his spiesslip past our nets.",The_Two_Towers
Soldier,Very good sir.,The_Return_of_the_King
Theoden,Gamling.,The_Return_of_the_King
Gamling,My lord!,The_Return_of_the_King
Theoden,Make haste across the Riddermark. Summon every able-bodied man to Dunharrow.,The_Return_of_the_King
Gamling,I will.,The_Return_of_the_King
Aragorn,Do you ride with us?,The_Return_of_the_King
Eowyn,Just to the encampment. It's tradition for the women of the court to farewell the men. The men have found their captain. They will follow you into battle. Even to death. You have given us hope.,The_Return_of_the_King
Merry,Excuse me! I have a sword. Please accept it! I offer you my service Theoden King.,The_Return_of_the_King
Theoden,"And gladly, I accept it. You shall be Meriadoc, esquire of Rohan.",The_Return_of_the_King
Gimli,"Horse men! I wish I could muster an army of Dwarves, fully armed and filthy.",The_Return_of_the_King
Legolas,Your kinsmen may have no need to ride to war. I fear war already marches on their own lands.,The_Return_of_the_King
Eomer,"Now is the hour, Riders of Rohan. Oaths you have taken. Now fulfil them all, to Lord and Land! Hah!",The_Return_of_the_King
Pippin,Why are there so few of youwhen you have lived so long? Are there Ent children?,The_Two_Towers
Treebeard,Bru-ra-hroom. There have been no Entingsfor a terrible long count of years.,The_Two_Towers
Merry,Why is that?,The_Two_Towers
Treebeard,We lost the Entwives.,The_Two_Towers
Pippin,"Oh, I'm sorry. How did they die?",The_Two_Towers
Treebeard,Die? No. We lost them. And now we cannot find them. I don't suppose you've seen Entwives in the Shire?,The_Two_Towers
Merry,"Can't say that I have. You, Pip?",The_Two_Towers
Pippin,What do they look like?,The_Two_Towers
Treebeard,I don't remember now.,The_Two_Towers
Gandalf,"Edoras and the Golden Hall of Meduseld. There dwells Theoden, King of Rohan...... whose mind is overthrown. Saruman's hold over King Theoden is now very strong.",The_Two_Towers
Eowyn,"My lord, your son. . . . . . he is dead. My lord? Uncle? Will you not go to him? Will you do nothing?",The_Two_Towers
Gandalf,Be careful what you say. Do not look for welcome here.,The_Two_Towers
Grima,"Oh, he must have died sometime in the night. What a tragedy for the king. . . . . . to lose his only son and heir.",The_Two_Towers
Gandalf,I've sent him to his death.,The_Return_of_the_King
Aragorn,No. There is still hope for Frodo. He needs time and safe passage across the plains of Gorgoroth. We can give him that.,The_Return_of_the_King
Gimli,How?,The_Return_of_the_King
Aragorn,Draw out Sauron's armies. Empty his lands. Then we gather our full strength and march on the Black Gate.,The_Return_of_the_King
Eomer,We cannot achieve victory through strength of arms.,The_Return_of_the_King
Aragorn,Not for ourselves. But we can give Frodo his chance if we keep Sauron's eye fixed upon us. Keep him blind to all else that moves.,The_Return_of_the_King
Legolas,A diversion.,The_Return_of_the_King
Gimli,"Certainty of death, small chance of success, what are we waiting for?",The_Return_of_the_King
Gandalf,Sauron will suspect a trap. He will not take the bait.,The_Return_of_the_King
Aragorn,"Oh, I think he will. Long have you hunted me. Long have I eluded you. No more! Behold, the Sword of Elendil!",The_Return_of_the_King
Eothain,"Yes, Mama.",The_Two_Towers
Freda,"I don't want to leave. I don't want to go, Mama.",The_Two_Towers
Morwen,"Freda, I will find you there. Quickly! o, child.",The_Two_Towers
Saruman_Voice-over,"Rohan, my lord. . . . . . is ready to fall.",The_Two_Towers
Eomer,Theodred. Find the king's son!,The_Two_Towers
Rohan_Horseman,Mordor will pay for this.,The_Two_Towers
Eomer,These Orcs are not from Mordor.,The_Two_Towers
Rohan_Horseman,"My Lord Eomer, over here!",The_Two_Towers
Eomer,He's alive.,The_Two_Towers
Eowyn,"Theodred. Your son is badly wounded, my lord.",The_Two_Towers
Eomer,He was ambushed by Orcs. If we don't defend our countrySaruman will take it by force.,The_Two_Towers
Grima,That is a lie. Saruman the White has ever beenour friend and ally.,The_Two_Towers
Frodo,Gandalf told me you wereone of the river-folk.,The_Two_Towers
Gollum,Cold be heart and hand and boneCold be travellers far from home.,The_Two_Towers
Frodo,He said your life was a sad story.,The_Two_Towers
Gollum,They do not see what lies aheadWhen sun has failed and moon is dead.,The_Two_Towers
Frodo,You were not so very differentfrom a Hobbit once. Were you? Smeagol.,The_Two_Towers
Gollum,What did you call me?,The_Two_Towers
Frodo,"That was your name once, wasn't it? A long time ago.",The_Two_Towers
Gollum,My name. My name. Smeagol. Aagh!,The_Two_Towers
Sam,Black Riders!,The_Two_Towers
Gollum,Hide! Hide!,The_Two_Towers
Frodo,Aagh! Aagh!,The_Two_Towers
Sam,"Come on, Frodo. Come on!",The_Two_Towers
Gollum,Quick! They will see us! hey will see us!,The_Two_Towers
Sam,I thought they were dead.,The_Two_Towers
Gollum,"Come on, Hobbits! Mustn't stop now. This way!",The_Return_of_the_King
Pippin,"So I imagine this is just a ceremonial position. I mean, they don't actually expect me to do any fighting, do they?",The_Return_of_the_King
Gandalf,You're in the service of the steward now. You'll have to do as you are told Peregrin Took. Ridiculous Hobbit! Guard of the Citadel! Thank you.,The_Return_of_the_King
Pippin,There's no more stars! Is it time?,The_Return_of_the_King
Gandalf,Yes.,The_Return_of_the_King
Pippin,It's so quiet.,The_Return_of_the_King
Gandalf,It's the deep breath before the plunge.,The_Return_of_the_King
Pippin,"I don't want to be in a battle. But waiting on the edge of one I can't escape is even worse. Is there any hope Gandalf, for Frodo and Sam?",The_Return_of_the_King
Gandalf,"There never was much hope. Just a fool's hope. Our enemy is ready. His full strength's gathered. Not only orcs, but men as well Legions of Haradrim from the South, mercenaries from the coast All will answer Mordor's call.",The_Return_of_the_King
Captain,Come on!,The_Return_of_the_King
Sauron_Voice,Build me an army worthy of Mordor.,The_Fellowship_of_the_Ring
Orc,What orders from Mordor my Lord? What does the Eye command?,The_Fellowship_of_the_Ring
Saruman,We have work to do.,The_Fellowship_of_the_Ring
Orc,The trees are strong my Lord. The roots go deep.,The_Fellowship_of_the_Ring
Saruman,Rip them all down.,The_Fellowship_of_the_Ring
Strider,"This was the great watch tower of Amon These are for you. Keep them close, I'm going to have a look round, Stay here.",The_Fellowship_of_the_Ring
Merry,My tomato's burst!,The_Fellowship_of_the_Ring
Pippin,Can I have some bacon?,The_Fellowship_of_the_Ring
Merry,OK. Want a tomato Sam?,The_Fellowship_of_the_Ring
Frodo,What are you doing?,The_Fellowship_of_the_Ring
Merry,"Tomatoes, sausages, nice crispy bacon.",The_Fellowship_of_the_Ring
Sam,Saved some for you Mr. Frodo Look Frodo. It's Mr Bilbo's trolls He's going cold!,The_Fellowship_of_the_Ring
Pippin,Is he going to die?,The_Fellowship_of_the_Ring
Strider,He's passing into the Shadow world. He'll soon become a wraith like them.,The_Fellowship_of_the_Ring
Merry,They're close!,The_Fellowship_of_the_Ring
Strider,Sam! Do you know the Athelas plant?,The_Fellowship_of_the_Ring
Legolas,"Govannas v'n gwennen le, Haldir o L'rien.",The_Fellowship_of_the_Ring
Haldir,"A, Aragorn in D'nedain istannen le ammen.",The_Fellowship_of_the_Ring
Aragorn,Haldir.,The_Fellowship_of_the_Ring
Gimli,So much for the legendary courtesy of the Elves! Speak words we can also understand!,The_Fellowship_of_the_Ring
Haldir,"We have not had dealings with the dwarves, since the dark days.",The_Fellowship_of_the_Ring
Aragorn,That! was not so courteous!,The_Fellowship_of_the_Ring
Haldir,You bring great evil with you. You can go no further!,The_Fellowship_of_the_Ring
Aragorn,Boe ammen veriad l'n. Andelu i ven! Merin le telim.,The_Fellowship_of_the_Ring
Haldir,Aragorn!,The_Fellowship_of_the_Ring
Aragorn,Andelu i ven.,The_Fellowship_of_the_Ring
Gandalf,"Frodo, come and help an old manHow's your shoulder?",The_Fellowship_of_the_Ring
Sam,Those rain clouds might. This looks strangely familiar.,The_Two_Towers
Frodo,It's because we've been here before. We're going in circles.,The_Two_Towers
Sam,What is that horrid stink? I warrant there's a nasty bog nearby. Can you smell it?,The_Two_Towers
Frodo,Yes. . . . . I can smell it. . . . . . . . . . . . . . . . . We're not alone.,The_Two_Towers
Gollum,"The thieves. . . . . . . . . . . . . . . The thieves. The filthy little thieves. Where is it? . . . . . . . . . . . . . Where is it? They stole it from us. . . . . . . . . . . . . My precious. . . . . . . . . Curse them, we hates them! t's ours, it is, and we wants it!",The_Two_Towers
Frodo,"This is Sting. You've seen it before. . . . . . haven't you, Gollum? Release him or I'll cut your throat.",The_Two_Towers
Gollum,Yessssss It burns! t burns us! t freezes! asty Elves twisted it. Take it off us!,The_Two_Towers
Sam,"Quiet, you! t's hopeless. Every Orc in Mordor'sgoing to hear this racket. Let's just tie him up and leave him.",The_Two_Towers
Gollum,No! hat would kill us! Kill us!,The_Two_Towers
Sam,It's no more than you deserve!,The_Two_Towers
Frodo,"Maybe he does deserve to die. But now that I see him, I do pity him.",The_Two_Towers
Gollum,We be nice to themif they be nice to us. Take it off us. We swears to do what you wants. . . . . . . . . . . . . . . . We swears.,The_Two_Towers
Sam,Mr. Frodo? Frodo! Frodo! I thought I'd lost you.,The_Fellowship_of_the_Ring
Frodo,What are you talking about?,The_Fellowship_of_the_Ring
Sam,It's just something Gandalf said.,The_Fellowship_of_the_Ring
Frodo,What did he say?,The_Fellowship_of_the_Ring
Gandalf,The Fellowship awaits the Ringbearer.,The_Fellowship_of_the_Ring
Frodo,"Mordor, Gandalf, is it left or right?",The_Fellowship_of_the_Ring
Gandalf,Left.,The_Fellowship_of_the_Ring
Gandalf_Voice-over,We must hold this course west of the Misty Mountains for forty days. If our luck holds the Gap of Rohan will still be open to us. and there are road turns east to Mordor.,The_Fellowship_of_the_Ring
Boromir,"Good, very good.",The_Fellowship_of_the_Ring
Aragorn,Move your feet.,The_Fellowship_of_the_Ring
Merry,You look good Pippin.,The_Fellowship_of_the_Ring
Pippin,Thanks.,The_Fellowship_of_the_Ring
Gimli,"If anyone was to ask for my opinion, which I note that they're not, I'd say that we were taking the long way round. Gandalf, we could pass through the Mines of Moria. My cousin Balin would give us a royal welcome.",The_Fellowship_of_the_Ring
Gandalf,"No Gimli, I would not take the road through Moria unless I had no other choice.",The_Fellowship_of_the_Ring
Pippin,ARGH!,The_Fellowship_of_the_Ring
Boromir,Sorry!,The_Fellowship_of_the_Ring
Merry,Get him!,The_Fellowship_of_the_Ring
Pippin,"For the Shire. Hold him, hold him down Merry!",The_Fellowship_of_the_Ring
Aragorn,"Gentlemen, that's enough! The same blood flows in my veins The same weakness.",The_Fellowship_of_the_Ring
Arwen,"Your time will come. You will face the same evil and you will defeat it A si i-Dh'ath '-orthor, Aragorn. ' or le a ' or nin. Renech i lu i erui govannen? (,)",The_Fellowship_of_the_Ring
Aragorn,Nauthannem i ned ol reniannen.,The_Fellowship_of_the_Ring
Arwen,"Gwenwin in enninath. . . U-arnech in naeth i si celich. (,) Renech i beth i pennen?",The_Fellowship_of_the_Ring
Aragorn,"You said you would bind yourself to me, foresaking the immortal life of your people.",The_Fellowship_of_the_Ring
Arwen,And to that i hold. i would rather share one lifetime with you than face all the ages of this world alone i choose a mortal life.,The_Fellowship_of_the_Ring
Aragorn,You cannot give me this.,The_Fellowship_of_the_Ring
Arwen,It is mine to give to whom I will. Like my heart.,The_Fellowship_of_the_Ring
Elrond,"Strangers from distant lands, friends of old. You have been summoned here to answer the threat of Mordor. Middle Earth stands upon the brink of destruction. None can escape it. You will unite or you will fall. Each race is bound to this fate, this one doom. Bring forth the Ring, Frodo.",The_Fellowship_of_the_Ring
Boromir,"So it's true In a dream I saw the Eastern sky grow darkIn the West a pale light lingered A voice was crying, your doom is near at hand Isildur's bane is found Isildur's Bane.",The_Fellowship_of_the_Ring
Aragorn,We are no spies. We track a party of Uruk-haiwestward across the plain. They have taken two of our friendscaptive.,The_Two_Towers
Eomer,The Uruks are destroyed. We slaughtered them during the night.,The_Two_Towers
Gimli,But there were two Hobbits. Did you see two Hobbits with them?,The_Two_Towers
Aragorn,They would be small. Only children to your eyes.,The_Two_Towers
Eomer,We left none alive. We piled the carcasses and burned them.,The_Two_Towers
Gimli,Dead?,The_Two_Towers
